Id,Note,Name,Name_zh-Hant,Name_en,Name_ja,TotalDescribe,TotalDescribe_zh-Hant,TotalDescribe_en,TotalDescribe_ja,1Describe,1Describe_zh-Hant,1Describe_en,1Describe_ja,2Describe,2Describe_zh-Hant,2Describe_en,2Describe_ja,3Describe,3Describe_zh-Hant,3Describe_en,3Describe_ja,4Describe,4Describe_zh-Hant,4Describe_en,4Describe_ja,CompareUse,CompareUse_zh-Hant,CompareUse_en,CompareUse_ja
Sub_*2011_2,,空王座,空王座,Empty Throne,空の玉座,"<main>那本笔记摊开在最后写到的那一页。字迹工整而克制，每一行的间距都像是用尺子量过。你本以为会看到战略部署或魔法公式，但纸上写的是一段没有完成的推演——

“假设奥尔德林并非唯一的深渊坑……则天界之门的功能是屏障还是通道？”

后面是一个被反复涂改的“不”，再后面就什么都没有了。</main>","<main>那本筆記攤開在最後寫到的那一頁。字跡工整而克制，每一行的間距都像是用尺子量過。你本以為會看到戰略部署或魔法公式，但紙上寫的是一段沒有完成的推演——

「假設奧爾德林並非唯一的深淵坑……則天界之門的功能是屏障還是通道？」

後面是一個被反覆塗改的「不」，再後面就什麼都沒有了。</main>","<main>The notebook lay open on the last page she had written. The handwriting was neat and restrained, each line spaced as if measured with a ruler. You thought you would see strategic deployments or magical formulas, but the paper held an unfinished deduction:

""If Auldrin is not the only Abyss Pit... then is the function of Heaven's Gate a barrier, or a passage?""

After that came a repeatedly crossed-out ""no,"" and then nothing more.</main>","<main>そのノートは、最後に書かれたページで開かれていた。筆跡は整い、抑制されており、行間の一つひとつまで定規で測ったかのようだった。戦略配置や魔法式が書かれているのだと思っていたが、紙面にあったのは未完成の推論だった——

「もしオルドリンが唯一の深淵坑ではないと仮定するなら……天界の門の機能は障壁なのか、それとも通路なのか？」

その後には何度も塗りつぶされた「否」があり、その先には何もなかった。</main>","<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
Sub_*2011_3,,空王座,空王座,Empty Throne,空の玉座,<main>你的手刚触到剑柄，剑身上缠绕的锁链就像活物一样猛地收紧，然后在下一秒——松开了。剑很重，比你用过的任何武器都重。它不是用来砍人的，它是用来宣判的。你握着这柄不属于你的剑，忽然觉得自己的影子在地上拉长了一点。</main>,<main>你的手剛觸到劍柄，劍身上纏繞的鎖鏈就像活物一樣猛地收緊，然後在下一秒——鬆開了。劍很重，比你用過的任何武器都重。它不是用來砍人的，它是用來宣判的。你握著這柄不屬於你的劍，忽然覺得自己的影子在地上拉長了一點。</main>,"<main>The moment your fingers touched the hilt, the chains wrapped around the blade tightened like living things. Then, in the next instant, they loosened. The sword was heavy, heavier than any weapon you had ever used. It was not made to cut people down. It was made to pass judgment. Holding this sword that did not belong to you, you suddenly felt your shadow stretch a little farther across the floor.</main>",<main>あなたの指が柄に触れた瞬間、剣身に巻きついた鎖が生き物のように激しく締まり、次の瞬間には緩んだ。剣は重い。これまで使ったどんな武器よりも重い。それは人を斬るためのものではない。裁きを下すためのものだった。自分のものではないその剣を握ったとき、床に伸びる自分の影が少し長くなったような気がした。</main>,"<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
*2012,五层（25节点）,公务接待,公務接待,Official Reception,公務接待,"<main> 教皇的房间和她本人一样充满矛盾——墙上挂着历代教皇的庄严画像，桌上却堆着几个没吃完的零食盒子；格利斯菲尔踢开一张椅子上的书堆，示意阿米莉娅坐下，然后自己爬上了对面那张对她来说明显太高了的扶手椅。
她的双脚悬在离地面大约三寸的位置，无意识地晃了几下。“所以，你的来意。说吧。”

“我身上有一种特殊的诅咒……用魔法界的术语，应该叫“灾厄”。”

格利斯菲尔那双翠绿色的瞳孔里闪过一丝微妙的神色——不是拒绝，也不是同情，更像是某种“你提的事情正好在我待办清单上，但我不知道该高兴还是该叹气”的表情。

“……清除诅咒。可以。教廷确实有办法。通过神明赐福的圣械——理论上——可以移除任何一种负面概念。问题是，那台圣械目前不在运作。”

“？”

“因为——它坏了。”格利斯菲尔摊了摊手，“核心圣械，教廷律法的最终裁决者和执行者——审判机关。它已经运转了上千年没有出过问题，偏偏在你来之前的一个星期——”

她停顿了一下，似乎在考虑措辞，然后决定放弃委婉。

“——坏了。你现在明白我刚才那个表情是什么意思了吗？”

“或许我能修好它。”

“你懂机械？还是懂神圣魔法？还是懂上古天使的遗物构造？——你什么都不懂。不过没关系，反正圣械司那帮家伙也不懂。”格利斯菲尔开始在屋内翻箱倒柜，一分钟后，一个精致的金属箱子已经摆到了阿米莉娅的面前。

“这是给你的保险，既然是帮教廷的忙，我也不可能让你什么都不准备就进去。”

看起来这并不是一个安全的工作。</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>The Pope's room is as contradictory as she is: solemn portraits of past popes hang on the walls, while half-eaten snack boxes cover the desk. Grisfir kicks books off a chair for Amelia, then climbs into an armchair clearly too tall for her.
Her feet dangle above the floor. ""So. Your business. Speak.""

""There is a special curse on me... In magical terms, it should be called a calamity.""

A subtle look flashes through Grisfir's emerald eyes, not rejection or pity, but the expression of someone seeing a task already on her list and not knowing whether to be pleased or tired.

""Removing curses is possible. The Church does have a method. A holy machine blessed by the gods can, in theory, remove any negative concept. The problem is that it is not operating right now.""

""Why?""

""Because it is broken."" Grisfir spreads her hands. ""The Judgment Engine, final arbiter and executor of Church law, ran for more than a thousand years without trouble. Then, one week before you arrived... it broke.""

""Maybe I can fix it.""

""Do you understand machinery? Sacred magic? Ancient angelic relic structures? No. But that is fine. The Sacred Machine Bureau does not understand them either."" After rummaging around, Grisfir places a delicate metal case before Amelia.

""This is insurance. Since you are helping the Church, I cannot send you in unprepared.""

This does not look like a safe job.</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,<main>祈愿教廷的加护</main><subtip>获得50真理之晶 </subtip>,<main>獲得50真理之晶 </main>,<main>Pray for the Church's protection</main><subtip>Gain 50 Crystals of Truth</subtip>,<main> 真理の結晶を50獲得する </main>,<main> 收下教廷的圣械</main><subtip> 选择卡组中的一张卡牌，获得一张复制</subtip>,<main> 選擇卡組中的一張卡牌，獲得一張復制</main>,<main>Accept the Church's holy machine</main><subtip>Choose 1 card in your deck and gain a copy of it</subtip>,<main> デッキ内のカードを1枚選び、そのコピーを1枚獲得する</main>,,,,,,,,,,,,
*2013,五层（25节点）,潜入作战,潛入作戰,Infiltration Operation,潜入作戦,"<main>……阿米莉娅后悔了，对于相信了克莉斯娜的鸡汤文学，还有斯特拉的专业性这两件事，阿米莉娅充分的感受到了“后悔”这种情绪。

“…………这就是你说的秘密通道？”
“是啊，有什么问题吗？”
阿米莉娅看着眼前散发着墨绿色气体的下水道入口，再往前一步，就是对于呼吸系统的谋杀。

无声的张了张嘴，魔女大人艰难的挤出一句：“……现在还能退款吗……”

“当然不行。”

好吧，看来今天是非死不可了。</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>Amelia regrets two things: believing Krisna's inspirational nonsense, and trusting Stella's professionalism.

""...This is the secret passage you mentioned?""
""Yes. Is there a problem?""

Amelia looks at the sewer entrance before her, leaking dark green fumes. One more step would be murder on the respiratory system.

After silently opening and closing her mouth, the Witch barely manages to ask, ""Can I still get a refund...?""

""Of course not.""

Fine. Today may be the day she dies.</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,"<main> 至少提供点防护装备吧？哪怕是付费的</main><subtip> 失去一半金币，每失去40枚金币,所有本源+1</subtip>","<main> 失去一半金幣，每失去40枚金幣,所有本源+1</main>","<main>At least provide some protective gear, even if it costs extra</main><subtip>Lose half your Gold; for every 40 Gold lost, all Origins +1</subtip>",<main> ゴールドの半分を失う。40ゴールド失うごとに、すべての本源+1</main>,<main> 我不入地狱，钱就白花了</main><subtip> 获得记忆具现化遗物</subtip>,<main> 獲得記憶具現化遺物</main>,"<main>If I do not enter hell, the money was wasted</main><subtip>Gain the Memory Manifestation relic</subtip>",<main> 記憶具現化の遺物を獲得する</main>,,,,,,,,,,,,
*2014,五层（25节点）,摆烂的第三百六十五天,擺爛的第三百六十五天,The 365th Day of Slacking Off,怠惰な三百六十五日目,"<main> 灾厄还在持续，但已经不像之前那么难以忍受，也许向内求索磨练心性也是一种对抗灾厄有效的手段
阿米莉娅不是没遇到过更危险的灾厄，找上门的星髓冒险家，魔族中的高阶领主，甚至是一场能够移平城市的天灾
但是用物理手段对抗魔女，至少是原初魔女，基本是不可行的
于是极具破坏性的灾厄转变为阿米莉娅生活中更多的，无穷无尽的骚扰，他不致命，但比夏天的蚊子更加烦人。
在漫长的对抗中，阿米莉娅已经逐渐反向学会了控制这种抑制力（灾厄）的办法，她摊开双手，释放权能将命运收束，今日的灾厄是——</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>The calamity continues, but it is no longer as unbearable as before. Perhaps inner discipline is also an effective way to resist it.
Amelia has faced more dangerous calamities: star-marrow adventurers knocking at her door, high lords among demons, even a natural disaster capable of flattening a city. But physical force is basically useless against a Witch, especially a Primordial Witch.

So the destructive calamity has become endless harassment in Amelia's daily life. It is not fatal, but it is more annoying than mosquitoes in summer.

After a long struggle, Amelia has gradually learned to control this suppressive force in reverse. She opens her hands, releases her authority, and gathers fate together. Today's calamity is...</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,"<main> “愚者。”</main>
<subtip>你在战斗中每消耗6点魔能，额外流失1点魔能</subtip>","<main> 獲得一個厄運</main>
<subtip>你在戰鬥中每消耗6點魔能，額外流失1點魔能</subtip>","<main>""The Fool.""</main>
<subtip>For every 6 Mana you spend in combat, lose 1 additional Mana</subtip>","<main> 厄災を1つ獲得する</main>
<subtip>戦闘中、マナを6点消費するたび、追加でマナを1点失う</subtip>",<main> 塔</main><subtip> 深渊环境+2（提高敌人的基础属性）</subtip>,<main> 深淵環境+2（提高敵人的基礎屬性）</main>,<main>The Tower</main><subtip>Abyss environment +2 (increases enemies' base attributes)</subtip>,<main> 深淵環境+2（敵の基礎属性が上昇する）</main>,,,,,,,,,,,,
*2015,五层自选节点,复仇者,不滅之心,Avenger,不滅の心,"<main> 勇者第二次来的时候，穿了一身教廷的圣骑士重甲，头盔上还贴了不知道从哪求来的谜之黄色符咒，上面写着看不懂的红色咒语
“魔女阿米莉娅……上次是我大意了，没想到你如此邪恶，这次我做了充分的准备，你束手就擒吧！”因为隔着圣骑士的面甲，勇者的声音听起来有点沉闷

对于这个不知道该说是愚钝还是认真的少女，阿米莉娅有点无语，究竟该不该严肃对待呢……？
阿米莉娅深深的叹了一口气……但问题既然已经找上门了，还是要解决。

“好吧好吧，其实……”</main>",<main> 劇情在哪里，劇情還沒寫完</main>,"<main>The second time the Hero comes, she is wearing the heavy armor of a church paladin. A mysterious yellow talisman is stuck to her helmet, covered in unreadable red script.
""Witch Amelia... Last time I was careless. I did not realize you were so evil. This time I am fully prepared. Surrender!""
Her voice sounds muffled through the visor.

Amelia is unsure whether to call this girl foolish or earnest, and whether she should take the matter seriously at all. She sighs deeply. Since trouble has come to the door, it must be dealt with.

""Fine, fine. The truth is...""</main>",<main> シナリオはどこ？ まだ書き終わっていない</main>,<main> 我就是原初魔女阿米莉娅。”</main><subtip> 对战勇者之影</subtip>,<main> 對戰勇者之影</main>,"<main>""I am Primordial Witch Amelia.""</main><subtip>Fight the Hero's Shadow</subtip>",<main> 勇者の影と戦う</main>,<main> “其实我们根本不是敌人。”</main><subtip>检定10：若成功，获得一个四阶遗物，若失败，迎战卡洛琳</subtip>,<main> 說服</main>,"<main>""Actually, we are not enemies at all.""</main><subtip>Check 10: on success, gain 1 tier-4 relic; on failure, fight Caroline</subtip>",<main> 説得する</main>,,,,,,,,,<good> 遗物！</good>,<good> 遺物！</good>,<good> Relic!</good>,<good> 遺物！</good>
Sub_*2015_2,,复仇者,復仇者,Avenger,復讐者,<main>阿米莉娅实在是不忍心欺骗一个纯真的少女，何况她也不需要使用那种手段达成目的。</main>,<main>阿米莉婭實在是不忍心欺騙一個純真的少女，何況她也不需要使用那種手段達成目的。</main>,"<main>Amelia simply could not bear to deceive such an innocent girl. Besides, she did not need to use that kind of method to achieve her goal.</main>",<main>アメリアは、純真な少女を欺くことにどうしても忍びなかった。それに、目的を達するためにそんな手段を使う必要もなかった。</main>,"<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
Sub_*2015_3,,复仇者,復仇者,Avenger,復讐者,"<main>“？”

“你想想，你是来消灭魔女的，而我这几天一直在家里躺着，什么坏事都没干。一个什么坏事都没干的魔女，等于不是魔女。既然不是魔女，我们当然不是敌人。”

勇者的大脑在头盔里艰难地运转。她看看自己手里的圣剑，又看看阿米莉娅身上的睡衣，再看看圣剑，再看看睡衣。

“好像……有点道理？”

→ 成功

勇者放下了剑。“你说得对。也许我应该先调查清楚再行动。抱歉打扰了——门我会赔的。”</main>","<main>「？」

「你想想，你是來消滅魔女的，而我這幾天一直在家裡躺著，什麼壞事都沒幹。一個什麼壞事都沒幹的魔女，等於不是魔女。既然不是魔女，我們當然不是敵人。」

勇者的大腦在頭盔裡艱難地運轉。她看看自己手裡的聖劍，又看看阿米莉婭身上的睡衣，再看看聖劍，再看看睡衣。

「好像……有點道理？」

→ 成功

勇者放下了劍。「你說得對。也許我應該先調查清楚再行動。抱歉打擾了——門我會賠的。」</main>","<main>""?""

""Think about it. You came here to destroy a witch, while I have spent the past few days lying at home doing absolutely nothing bad. A witch who has done nothing bad equals not a witch. And since I am not a witch, naturally we are not enemies.""

The Hero's brain worked painfully inside her helmet. She looked at the holy sword in her hand, then at Amelia's pajamas, then at the holy sword, then at the pajamas.

""That... kind of makes sense?""

-> Success

The Hero lowered her sword. ""You are right. Maybe I should investigate properly before acting. Sorry for disturbing you. I will pay for the door.""</main>","<main>「？」

「考えてみて。あなたは魔女を滅ぼしに来た。でも私はここ数日、家で寝転がっていただけで、悪いことは何もしていない。悪いことを何もしていない魔女は、つまり魔女ではない。魔女でないなら、当然私たちは敵じゃないでしょう？」

勇者の頭脳は兜の中で必死に回転した。彼女は手にした聖剣を見て、アメリアの寝間着を見て、また聖剣を見て、また寝間着を見た。

「なんだか……少し筋が通っている気がする？」

→ 成功

勇者は剣を下ろした。「あなたの言う通りです。先にきちんと調査してから動くべきだったのかもしれません。お邪魔してすみません——扉は弁償します」</main>","<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
Sub_*2015_4,,复仇者,復仇者,Avenger,復讐者,<main>“……不对。你上次就是这么骗我的。”</main>,<main>「……不對。你上次就是這麼騙我的。」</main>,"<main>""...No. You fooled me with that last time.""</main>",<main>「……違う。前回もその手で私を騙したでしょう」</main>,"<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
*2016,六层（31节点）,例行公事,例行公事,Routine Business,定例業務,"<main> 金色的装潢，大理石雕塑，竖立在大厅中央不停转动的时钟，缠绕在巨型圣械上的金色锁链，如果不是因为缺乏活物产生的死寂，这里看起来几乎像是天堂

阿米莉娅抚摸那台巨大的圣械，“天使”黑色的翅膀随着她的附模微微颤动，圣械的指针咔咔作响

阿米莉娅突然明白了，引导她来到此地的人没直接说出的那些话。
“的确……难怪说你能解开名为世界的灾厄。”

圣械紧闭的眼睛此时已经完全睁开，晃动身躯，她的飞行并不依赖翅膀，而是以信徒们的愿力驱动，她不断升高，升高，直到阿米莉娅几乎要以九十度角仰望这台教廷的心脏。

“因为你们根本……就是同源的吧。”

→ 进入教廷线最终战斗</main>",<main> 迎擊【啟明之刻】“神圣審判機關”</main>,"<main> Intercept [Dawn Phase] ""Holy Judgment Engine""</main>",<main> 【啓明の刻】“神聖審判機関”を迎撃する</main>,<main> 迎击【启明之刻】“神圣审判机关”</main>,<main> 迎擊【啟明之刻】“神圣審判機關”</main>,"<main> Intercept [Dawn Phase] ""Holy Judgment Engine""</main>",<main> 【啓明の刻】“神聖審判機関”を迎撃する</main>,,,,,,,,,,,,,,,,
*2017,六层（31节点）,最终审判,最終審判,Final Judgment,最後の審判,"<main> 金色的装潢，大理石雕塑，竖立在大厅中央不停转动的时钟，缠绕在巨型圣械上的金色锁链，如果不是因为缺乏活物产生的死寂，这里看起来几乎像是天堂

阿米莉娅抚摸那台巨大的圣械，“天使”黑色的翅膀随着她的附模微微颤动，圣械的指针咔咔作响

阿米莉娅突然明白了，引导她来到此地的人没直接说出的那些话。
“的确……难怪说你能解开名为世界的灾厄。”

圣械紧闭的眼睛此时已经完全睁开，晃动身躯，她的飞行并不依赖翅膀，而是以信徒们的愿力驱动，她不断升高，升高，直到阿米莉娅几乎要以九十度角仰望这台教廷的心脏。

“因为你们根本……就是同源的吧。”

→ 进入教廷线最终战斗</main>",<main> 迎戰【圣械之刻】審判機關</main>,<main> Confront the Judgment Engine of [Sacred Machine Phase]</main>,<main> 【聖械の刻】審判機関と戦う</main>,<main> 迎战【圣械之刻】审判机关</main>,<main> 迎戰【圣械之刻】審判機關</main>,<main> Confront the Judgment Engine of [Sacred Machine Phase]</main>,<main> 【聖械の刻】審判機関と戦う</main>,,,,,,,,,,,,,,,,
*2018,六层（31节点）,拟似魔王,對戰魔王,Pseudo Demon King,魔王との対決,"<main> 再往下走，就是魔族的心脏——魔王冢

历代魔王的陵墓散落在奥尔德林-99层的巨大空间里，每一座陵墓前都立着一块石碑，碑上刻着名字、在位年份和一句简短的墓志铭。你快速地扫过这些名字，发现一个奇怪的现象：越是早代的墓志铭越长，越是靠近现在越短。

而第五代的墓前没有石碑，只有一个高大的身影，黑色的长发，紫色的瞳孔，巨大的龙角——种族暴露了她的身份。
但她的眼底却没有魔王应有的压迫，只有一层薄薄的、近乎透明的微光。

“你来了。”她的声音在空旷的陵墓中回荡了一下，“我的本体已经不在此处。留在你面前的是一个可以回答问题的残响。你可以理解为一个……留言。”

她顿了顿，似乎在寻找合适的措辞。

“也可以理解为，一个棋局里最后剩下的那枚棋子。只是不知道走到这一步的，还是不是我期待的对手。”</main>",<main> 迎戰“魔王”</main>,"<main> Farther down lies the heart of the demonfolk: the Demon King's Tomb.

The tombs of past Demon Kings are scattered through the vast space on Aldrin's 99th floor. A stone tablet stands before each tomb, carved with a name, years of reign, and a brief epitaph. You scan the names quickly and notice something strange: the older the generation, the longer the epitaph; the closer to the present, the shorter it becomes.

There is no stone tablet before the fifth generation's tomb. Only a tall figure stands there: black hair, violet eyes, enormous dragon horns. Her race gives away who she is.
But there is none of the pressure a Demon King should carry in her eyes, only a thin, almost transparent glimmer.

""You came."" Her voice echoes once through the empty mausoleum. ""My true body is no longer here. What remains before you is a residue that can answer questions. You can think of it as... a message.""

She pauses, as if searching for the right words.

""Or perhaps, the last piece left on a chessboard. I just do not know whether the one who made it this far is still the opponent I was hoping for.""</main>",<main> “魔王”と戦う</main>,<main> “真正的魔王在哪？”</main>,<main> 迎戰“魔王”</main>,"<main> ""Where is the real Demon King?""</main>",<main> “魔王”と戦う</main>,<main>“你是？”</main>,<main>「你是？」</main>,<main>Who are you?</main>,<main>「あなたは？」</main>,,,,,,,,,,,,
Sub_*2018_2,,拟似魔王,擬似魔王,Pseudo Demon King,擬似魔王,"<main>“她的去向不是秘密。”残响的声音平静得不带任何期待，“教廷的天使曾划下界限，深渊的尽头收容所有禁忌。而她翻遍了所有能翻的书，最后翻到了那堵墙。现在她去验证那个答案了。”

她没有说答案是什么。但你从她的语气里听出来一件事——黛芙妮本人在离开之前，就已经知道这个残响会被什么人听到。</main>","<main>「她的去向不是秘密。」殘響的聲音平靜得不帶任何期待，「教廷的天使曾劃下界限，深淵的盡頭收容所有禁忌。而她翻遍了所有能翻的書，最後翻到了那堵牆。現在她去驗證那個答案了。」

她沒有說答案是什麼。但你從她的語氣裡聽出來一件事——黛芙妮本人在離開之前，就已經知道這個殘響會被什麼人聽到。</main>","<main>""Her whereabouts are no secret."" The echo's voice was calm, without any expectation. ""The angels of the Church once drew a boundary. The end of the Abyss takes in every taboo. She searched every book she could search, and in the end she found that wall. Now she has gone to verify that answer.""

She did not say what the answer was. But from her tone, you understood one thing: before Daphne herself left, she had already known what kind of person would hear this echo.</main>","<main>「彼女の行き先は秘密ではありません」残響の声は、期待を一切含まないほど静かだった。「教廷の天使はかつて境界を引きました。深淵の果ては、あらゆる禁忌を収容する場所です。そして彼女は読める限りの書をめくり、最後にあの壁へ辿り着いた。今、彼女はその答えを確かめに行っています」

彼女は答えが何であるかを語らなかった。だがその口調から、あなたには一つのことがわかった。ダフネ本人は去る前から、この残響をどんな者が聞くことになるのかを知っていたのだ。</main>","<main> 结束事件</main>
<subtip> 结束事件</subtip>","<main> 結束事件</main>
<subtip> 結束事件</subtip>","<main> End event</main>
<subtip> End event</subtip>","<main> イベントを終了する</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
Sub_*2018_3,,拟似魔王,擬似魔王,Pseudo Demon King,擬似魔王,"<main>“我已经说了——一个留言。一段被剥离的记忆。一次不能亲自出席所以提前录制的对白。”

她微微偏头，像是在打量你。

“虽然不是真正的魔王，但我比她更诚实。”</main>","<main>「我已經說了——一個留言。一段被剝離的記憶。一次不能親自出席所以提前錄製的對白。」

她微微偏頭，像是在打量你。

「雖然不是真正的魔王，但我比她更誠實。」</main>","<main>""I already told you. A message. A memory stripped away. Dialogue recorded in advance because she could not attend in person.""

She tilted her head slightly, as if appraising you.

""Although I am not the real Demon King, I am more honest than she is.""</main>","<main>「もう言いました。これは伝言です。切り離された記憶です。本人が出席できないため、事前に録音された台詞です」

彼女はあなたを品定めするように、わずかに首を傾げた。

「本物の魔王ではありませんが、私は彼女より誠実です」</main>","<main> “你想要什么？”</main>
<subtip> 继续事件</subtip>","<main> 「你想要什麼？」</main>
<subtip> 繼續事件</subtip>","<main> ""What do you want?""</main>
<subtip> Continue event</subtip>","<main> 「何が欲しいの？」</main>
<subtip> イベントを続ける</subtip>",,,,,,,,,,,,,,,,
Sub_*2018_4,,拟似魔王,擬似魔王,Pseudo Demon King,擬似魔王,"<main>残响沉默了片刻——对于一个可以回答问题为目的的存在来说，这个沉默本身就说明了一些事情。

“她离开前跟我说：会有一个魔女来到这里。要么比我预想的晚，要么比我预想的早——永远不在我认为合适的时间点上。”

她看着你，那双淡紫色的眼睛里忽然多了一点什么。

“所以，阿米莉娅——你想要什么？”

“你想要打破被世界拒绝的命运。而她想要一个能理解她在找什么的人。你来找她，这很好。但你找到的是我。”

残响缓缓抬起手，指尖凝出一团暗紫色的光。

“让我看看，一个真正的魔女，和一个虚假的魔王——谁更配得上走出这座陵墓。”</main>","<main>殘響沉默了片刻——對於一個可以回答問題為目的的存在來說，這個沉默本身就說明了一些事情。

「她離開前跟我說：會有一個魔女來到這裡。要麼比我預想的晚，要麼比我預想的早——永遠不在我認為合適的時間點上。」

她看著你，那雙淡紫色的眼睛裡忽然多了一點什麼。

「所以，阿米莉婭——你想要什麼？」

「你想要打破被世界拒絕的命運。而她想要一個能理解她在找什麼的人。你來找她，這很好。但你找到的是我。」

殘響緩緩抬起手，指尖凝出一團暗紫色的光。

「讓我看看，一個真正的魔女，和一個虛假的魔王——誰更配得上走出這座陵墓。」</main>","<main>The echo fell silent for a moment. For a being whose purpose was to answer questions, that silence itself explained something.

""Before she left, she told me: a witch will come here. Either later than I expected, or earlier than I expected, never at what I would consider the proper time.""

She looked at you, and something suddenly appeared in those pale violet eyes.

""So, Amelia, what do you want?""

""You want to break the fate of being rejected by the world. And she wants someone who can understand what she is looking for. You came looking for her. That is good. But what you found is me.""

The echo slowly raised her hand, and a sphere of dark violet light condensed at her fingertips.

""Let me see who is more worthy of walking out of this tomb: a true witch, or a false Demon King.""</main>","<main>残響はしばらく沈黙した。問いに答えるための存在にとって、その沈黙自体がいくつかのことを物語っていた。

「彼女は去る前に私に言いました。ここへ一人の魔女が来る、と。私の予想より遅いか、私の予想より早いか——決して、私が適切だと思う時点ではない、と」

彼女はあなたを見つめた。その淡い紫の瞳に、ふと何かが宿る。

「だから、アメリア。あなたは何が欲しいのですか？」

「あなたは世界に拒まれた運命を打ち砕きたい。そして彼女は、自分が何を探しているのか理解できる者を求めている。あなたが彼女を探しに来たことは、よいことです。けれど、あなたが見つけたのは私です」

残響はゆっくりと手を上げ、指先に暗紫色の光を凝らした。

「見せてください。本物の魔女と偽りの魔王、どちらがこの墓を出るにふさわしいのかを」</main>","<main> 这就是最后一战了</main>
<subtip> 结束事件</subtip>","<main> 這就是最後一戰了</main>
<subtip> 結束事件</subtip>","<main> This is the final battle</main>
<subtip> End event</subtip>","<main> これが最後の戦いだ</main>
<subtip> イベントを終了する</subtip>",,,,,,,,,,,,,,,,
*2019,六层（31节点）,历战勇者,歷戰勇者,Battle-Hardened Hero,歴戦の勇者,"<main>勇者第三次来的时候，没有敲门。

圣剑的光刃直接扫平了魔女屋的屋顶。碎砖和木屑如雨点般落下，薇薇安从沙发上弹起来，尾巴炸成平时的两倍粗，奈奈的果冻布丁被气刃斜切成了两瓣。

天空中，勇者立于圣器“瑟兰提尔”之上，那是由愿力凝结成白色骑士，曾经湛蓝的瞳孔此时已收束为灰白的杀意：“魔女——阿米莉娅。”
她念出这个名字的时候，声音不大，但每个字都像是从牙缝里挤出来的。

“……哇。她真的气疯了。”
阿米莉娅按住帽子，猫耳朵压成了飞机耳。这次没有撒谎的余地，没有精神控制的窗口，没有认错人的借口。一个认真的勇者，一把能造成即死的圣剑，一座被掀飞屋顶的魔女屋。

除了战斗，别无选择。</main>",<main> 對戰勇者</main>,<main> Fight the Hero</main>,<main> 勇者と戦う</main>,<main> 对战勇者</main>,<main> 對戰勇者</main>,<main> Fight the Hero</main>,<main> 勇者と戦う</main>,,,,,,,,,,,,,,,,
*2020,六层（31节点）,摆烂的第？年,擺爛的第？年,The ?th Year of Slacking Off,怠惰な第？年,"<main> 如果灾厄是一个有主观意识的怪物的话，那他现在基本上已经穷尽了对付阿米莉娅的手段，奈何，人只要没有欲望，确实就是无敌的
何况这个人还难以从物理层面杀死。

“原初魔女……你难道就打算这样躺一辈子？”永夜的触角从裂隙中探出头来
“有什么不好，我又没去骚扰别人，不是你们一直来骚扰我吗？”正在自己跟自己玩桌游的阿米莉娅不置可否

“……”永夜没有出声，不过这段沉默基本也表达清楚他的态度了。
“我们还是简单一点吧，用最原始的手段。”
空间崩落，黑暗自天际吞没整个晴空——永夜的躯干正从影界被投送到魔女屋

“早该这样了。”放下手中的棋子，阿米莉娅抽出那柄名为十字星的法杖：“事先说好，你的胜率只有不足一成，输了可别哭鼻子哦？”</main>",<main> 「狩獵永夜」</main>,"<main> ""Hunt the Eternal Night""</main>",<main> 「永夜狩り」</main>,<main> 「狩猎永夜」</main>,<main> 「狩獵永夜」</main>,"<main> ""Hunt the Eternal Night""</main>",<main> 「永夜狩り」</main>,,,,,,,,,,,,,,,,
